Date,Close
4/28/20,2.3
4/29/20,2.22
4/30/20,2.2
5/1/20,1.93
5/4/20,1.94
5/5/20,1.85
5/6/20,2.09
5/7/20,2.18
5/8/20,2.43
5/11/20,2.27
5/12/20,2.3
5/13/20,2.23
5/14/20,2.49
5/15/20,2.38
5/18/20,2.28
5/19/20,2.41
5/20/20,2.45
5/21/20,2.33
5/22/20,2.24
5/26/20,2.31
5/27/20,2.31
5/28/20,2.15
5/29/20,2.16
6/1/20,2.23
6/2/20,2.25
6/3/20,2.56
6/4/20,2.57
6/5/20,2.42
6/8/20,2.46
6/9/20,2.53
6/10/20,2.78
6/11/20,2.59
6/12/20,4.6
6/15/20,6.9
6/16/20,7.76
6/17/20,6.33
6/18/20,7.92
6/19/20,7.42
6/22/20,7.15
6/23/20,7.2
6/24/20,6.98
6/25/20,7.37
6/26/20,8.15
6/29/20,8.49
6/30/20,8.71
7/1/20,8.01
7/2/20,8.88
7/6/20,12.94
7/7/20,10.5
7/8/20,11.05
7/9/20,10.67
7/10/20,11.6
7/13/20,12.88
7/14/20,12.43
7/15/20,13.14
7/16/20,14.48
7/17/20,16.13
7/20/20,16.53
7/21/20,14.93
7/22/20,15.45
7/23/20,15.9
7/24/20,15.74
7/27/20,16.1
7/28/20,15.85
7/29/20,15.78
7/30/20,15.76
7/31/20,14.68
8/3/20,15.86
8/4/20,16.67
8/5/20,14.87
8/6/20,10.61
8/7/20,10.95
8/10/20,10.53
8/11/20,10.23
8/12/20,9.39
8/13/20,8.62
8/14/20,9.53
8/17/20,9.42
8/18/20,9.26
8/19/20,10.1
8/20/20,8.86
8/21/20,8.47
8/24/20,7.82
8/25/20,7.56
8/26/20,7.17
8/27/20,6.83
8/28/20,6.87
8/31/20,6.68
9/1/20,7.11
9/2/20,6.85
9/3/20,6.54
9/4/20,6.34
9/8/20,7.74
9/9/20,6.74
9/10/20,6.27
9/11/20,6.12
9/14/20,6.15
9/15/20,5.92
9/16/20,5.87
9/17/20,5.69
9/18/20,6.22
9/21/20,6.13
9/22/20,5.88
9/23/20,6.47
9/24/20,8.6
9/25/20,6.8
9/28/20,6.94
9/29/20,6.88
9/30/20,8.99
10/1/20,7.42
10/2/20,7.73
10/5/20,7.71
10/6/20,7.41
10/7/20,7.45
10/8/20,7.23
10/9/20,7.33
10/12/20,7.07
10/13/20,7.35
10/14/20,8.88
10/15/20,8.11
10/16/20,7.57
10/19/20,7.05
10/20/20,6.82
10/21/20,6.9
10/22/20,6.89
10/23/20,6.87
10/26/20,6.52
10/27/20,6.31
10/28/20,6.04
10/29/20,6.08
10/30/20,5.88
11/2/20,6.17
11/3/20,6.42
11/4/20,6.17
11/5/20,6.73
11/6/20,6.24
11/9/20,6.15
11/10/20,5.98
11/11/20,6.58
11/12/20,7.49
11/13/20,7.65
11/16/20,7.35
11/17/20,9.19
11/18/20,7.99
11/19/20,9.67
11/20/20,12.63
11/23/20,14.4
11/24/20,11.8
11/25/20,11.62
11/27/20,11.4
11/30/20,10.24
12/1/20,10.82
12/2/20,9.34
12/3/20,9.69
12/4/20,11.33
12/7/20,11.1
12/8/20,11.92
12/9/20,11.32
12/10/20,13.94
12/11/20,13.4
12/14/20,13.8
12/15/20,12.41
12/16/20,12.46
12/17/20,11.84
12/18/20,11.91
12/21/20,12.96
12/22/20,12.5
12/23/20,12.17
12/24/20,12.24
12/28/20,12.29
12/29/20,11.3
12/30/20,16.3
